event_id,date,journey_id,step_name,step_type,callers_entered,callers_completed,drop_off_callers,no_match_callers,no_input_callers,transferred_callers,avg_step_seconds
EVT02809,2026-04-14,JRN025,Greeting and language,Menu,3340,3107,182,32,89,51,42
EVT02810,2026-04-14,JRN025,Caller authentication,Authentication,3107,2831,257,24,26,19,47
EVT02811,2026-04-14,JRN025,Intent capture,Speech recognition,2831,2459,318,140,70,54,59
EVT02812,2026-04-14,JRN025,Eligibility or account lookup,Integration,2459,2133,270,8,19,56,85
EVT02813,2026-04-14,JRN025,Self-service resolution,Automation,2133,1875,239,4,8,19,108
EVT02814,2026-04-14,JRN025,Agent transfer,Routing,1875,1607,224,10,11,44,124
EVT02815,2026-04-14,JRN026,Greeting and language,Menu,3185,2977,131,24,80,77,35
EVT02816,2026-04-14,JRN026,Caller authentication,Authentication,2977,2854,75,20,21,48,59
EVT02817,2026-04-14,JRN026,Intent capture,Speech recognition,2854,2514,291,199,84,49,56
EVT02818,2026-04-14,JRN026,Eligibility or account lookup,Integration,2514,2261,208,23,3,45,92
EVT02819,2026-04-14,JRN026,Self-service resolution,Automation,2261,2053,165,5,5,43,110
EVT02820,2026-04-14,JRN026,Agent transfer,Routing,2053,1811,194,24,15,48,139
EVT02821,2026-04-14,JRN027,Greeting and language,Menu,2943,2892,39,33,84,12,42
EVT02822,2026-04-14,JRN027,Caller authentication,Authentication,2892,2748,110,33,18,34,42
EVT02823,2026-04-14,JRN027,Intent capture,Speech recognition,2748,2425,260,193,98,63,74
EVT02824,2026-04-14,JRN027,Eligibility or account lookup,Integration,2425,2225,191,13,4,9,95
EVT02825,2026-04-14,JRN027,Self-service resolution,Automation,2225,2037,152,18,10,36,124
EVT02826,2026-04-14,JRN027,Agent transfer,Routing,2037,1796,203,22,8,38,124
EVT02827,2026-04-14,JRN028,Greeting and language,Menu,2868,2757,57,25,86,54,35
EVT02828,2026-04-14,JRN028,Intent capture,Speech recognition,2757,2435,275,154,93,47,69
EVT02829,2026-04-14,JRN028,Eligibility or account lookup,Integration,2435,2229,198,4,9,8,95
EVT02830,2026-04-14,JRN028,Self-service resolution,Automation,2229,2054,163,23,18,12,112
EVT02831,2026-04-14,JRN028,Agent transfer,Routing,2054,1857,158,8,9,39,134
EVT02832,2026-04-14,JRN029,Greeting and language,Menu,2022,1939,45,16,65,38,25
EVT02833,2026-04-14,JRN029,Caller authentication,Authentication,1939,1859,58,14,4,22,51
EVT02834,2026-04-14,JRN029,Intent capture,Speech recognition,1859,1666,160,112,69,33,71
EVT02835,2026-04-14,JRN029,Eligibility or account lookup,Integration,1666,1464,177,6,14,25,70
EVT02836,2026-04-14,JRN029,Self-service resolution,Automation,1464,1320,128,6,9,16,106
EVT02837,2026-04-14,JRN029,Agent transfer,Routing,1320,1169,131,9,1,20,126
EVT02838,2026-04-14,JRN030,Greeting and language,Menu,3660,3386,228,39,178,46,20
EVT02839,2026-04-14,JRN030,Intent capture,Speech recognition,3386,2902,449,146,153,35,68
EVT02840,2026-04-14,JRN030,Eligibility or account lookup,Integration,2902,2501,358,25,13,43,95
EVT02841,2026-04-14,JRN030,Self-service resolution,Automation,2501,2189,267,5,2,45,103
EVT02842,2026-04-14,JRN030,Agent transfer,Routing,2189,1879,256,14,17,54,123
EVT02843,2026-04-15,JRN001,Greeting and language,Menu,3558,3329,207,28,173,22,42
EVT02844,2026-04-15,JRN001,Caller authentication,Authentication,3329,3063,213,19,4,53,29
EVT02845,2026-04-15,JRN001,Intent capture,Speech recognition,3063,2586,425,185,79,52,70
EVT02846,2026-04-15,JRN001,Eligibility or account lookup,Integration,2586,2253,306,8,3,27,93
EVT02847,2026-04-15,JRN001,Self-service resolution,Automation,2253,1972,239,14,8,42,107
EVT02848,2026-04-15,JRN001,Agent transfer,Routing,1972,1737,226,14,14,9,135
EVT02849,2026-04-15,JRN002,Greeting and language,Menu,886,852,21,10,43,13,32
EVT02850,2026-04-15,JRN002,Intent capture,Speech recognition,852,752,81,45,40,19,74
EVT02851,2026-04-15,JRN002,Eligibility or account lookup,Integration,752,664,75,8,1,13,91
EVT02852,2026-04-15,JRN002,Self-service resolution,Automation,664,608,54,1,2,2,117
EVT02853,2026-04-15,JRN002,Agent transfer,Routing,608,544,54,1,3,10,119
EVT02854,2026-04-15,JRN003,Greeting and language,Menu,679,638,29,6,24,12,36
EVT02855,2026-04-15,JRN003,Intent capture,Speech recognition,638,556,80,43,21,2,60
EVT02856,2026-04-15,JRN003,Eligibility or account lookup,Integration,556,482,67,1,4,7,89
EVT02857,2026-04-15,JRN003,Self-service resolution,Automation,482,426,47,5,2,9,116
EVT02858,2026-04-15,JRN003,Agent transfer,Routing,426,366,51,2,0,9,118
EVT02859,2026-04-15,JRN004,Greeting and language,Menu,3595,3330,189,9,89,76,36
EVT02860,2026-04-15,JRN004,Caller authentication,Authentication,3330,3037,230,33,16,63,51
EVT02861,2026-04-15,JRN004,Intent capture,Speech recognition,3037,2676,342,121,102,19,66
EVT02862,2026-04-15,JRN004,Eligibility or account lookup,Integration,2676,2328,299,25,16,49,82
EVT02863,2026-04-15,JRN004,Self-service resolution,Automation,2328,2033,254,5,2,41,97
EVT02864,2026-04-15,JRN004,Agent transfer,Routing,2033,1784,231,16,11,18,117
EVT02865,2026-04-15,JRN005,Greeting and language,Menu,536,508,17,6,21,11,37
EVT02866,2026-04-15,JRN005,Caller authentication,Authentication,508,483,19,4,3,6,47
EVT02867,2026-04-15,JRN005,Intent capture,Speech recognition,483,433,42,18,19,8,86
EVT02868,2026-04-15,JRN005,Eligibility or account lookup,Integration,433,389,43,1,2,1,96
EVT02869,2026-04-15,JRN005,Self-service resolution,Automation,389,361,27,3,1,1,113
EVT02870,2026-04-15,JRN005,Agent transfer,Routing,361,319,34,3,1,8,134
EVT02871,2026-04-15,JRN006,Greeting and language,Menu,1423,1334,58,16,62,31,37
EVT02872,2026-04-15,JRN006,Caller authentication,Authentication,1334,1264,49,10,9,21,39
EVT02873,2026-04-15,JRN006,Intent capture,Speech recognition,1264,1132,118,47,52,14,85
EVT02874,2026-04-15,JRN006,Eligibility or account lookup,Integration,1132,1011,98,7,1,23,83
EVT02875,2026-04-15,JRN006,Self-service resolution,Automation,1011,927,70,8,7,14,104
EVT02876,2026-04-15,JRN006,Agent transfer,Routing,927,843,81,4,5,3,123
EVT02877,2026-04-15,JRN007,Greeting and language,Menu,2305,2107,154,16,65,44,41
EVT02878,2026-04-15,JRN007,Caller authentication,Authentication,2107,1942,158,13,6,7,45
EVT02879,2026-04-15,JRN007,Intent capture,Speech recognition,1942,1694,229,84,85,19,65
EVT02880,2026-04-15,JRN007,Eligibility or account lookup,Integration,1694,1426,230,15,3,38,108
EVT02881,2026-04-15,JRN007,Self-service resolution,Automation,1426,1227,168,10,10,31,121
EVT02882,2026-04-15,JRN007,Agent transfer,Routing,1227,1039,161,5,7,27,119
EVT02883,2026-04-15,JRN008,Greeting and language,Menu,1897,1823,66,15,85,8,27
EVT02884,2026-04-15,JRN008,Intent capture,Speech recognition,1823,1637,155,108,46,31,80
EVT02885,2026-04-15,JRN008,Eligibility or account lookup,Integration,1637,1438,161,6,5,38,74
EVT02886,2026-04-15,JRN008,Self-service resolution,Automation,1438,1332,89,5,8,17,106
EVT02887,2026-04-15,JRN008,Agent transfer,Routing,1332,1206,103,10,11,23,133
EVT02888,2026-04-15,JRN009,Greeting and language,Menu,2109,2029,48,15,59,32,46
EVT02889,2026-04-15,JRN009,Caller authentication,Authentication,2029,1890,106,15,3,33,39
EVT02890,2026-04-15,JRN009,Intent capture,Speech recognition,1890,1656,209,126,84,25,67
EVT02891,2026-04-15,JRN009,Eligibility or account lookup,Integration,1656,1487,154,10,6,15,80
EVT02892,2026-04-15,JRN009,Self-service resolution,Automation,1487,1351,116,16,12,20,104
EVT02893,2026-04-15,JRN009,Agent transfer,Routing,1351,1223,117,13,3,11,127
EVT02894,2026-04-15,JRN010,Greeting and language,Menu,1795,1717,41,4,55,37,36
EVT02895,2026-04-15,JRN010,Intent capture,Speech recognition,1717,1508,172,118,60,37,77
EVT02896,2026-04-15,JRN010,Eligibility or account lookup,Integration,1508,1333,138,12,6,37,81
EVT02897,2026-04-15,JRN010,Self-service resolution,Automation,1333,1219,102,15,4,12,93
EVT02898,2026-04-15,JRN010,Agent transfer,Routing,1219,1100,116,14,3,3,127
EVT02899,2026-04-15,JRN011,Greeting and language,Menu,2746,2633,46,31,136,67,25
EVT02900,2026-04-15,JRN011,Caller authentication,Authentication,2633,2509,98,28,2,26,48
EVT02901,2026-04-15,JRN011,Intent capture,Speech recognition,2509,2224,239,149,64,46,68
EVT02902,2026-04-15,JRN011,Eligibility or account lookup,Integration,2224,2003,185,12,6,36,102
EVT02903,2026-04-15,JRN011,Self-service resolution,Automation,2003,1804,172,14,14,27,119
EVT02904,2026-04-15,JRN011,Agent transfer,Routing,1804,1639,144,16,11,21,131
EVT02905,2026-04-15,JRN012,Greeting and language,Menu,1602,1535,38,12,55,29,32
EVT02906,2026-04-15,JRN012,Caller authentication,Authentication,1535,1451,79,17,11,5,47
EVT02907,2026-04-15,JRN012,Intent capture,Speech recognition,1451,1282,137,83,54,32,75
EVT02908,2026-04-15,JRN012,Eligibility or account lookup,Integration,1282,1153,100,11,5,29,90
EVT02909,2026-04-15,JRN012,Self-service resolution,Automation,1153,1048,78,2,8,27,117
EVT02910,2026-04-15,JRN012,Agent transfer,Routing,1048,937,96,9,5,15,143
EVT02911,2026-04-15,JRN013,Greeting and language,Menu,2578,2427,133,27,85,18,30
EVT02912,2026-04-15,JRN013,Caller authentication,Authentication,2427,2278,138,24,4,11,51
EVT02913,2026-04-15,JRN013,Intent capture,Speech recognition,2278,1953,292,92,108,33,71
EVT02914,2026-04-15,JRN013,Eligibility or account lookup,Integration,1953,1679,255,21,8,19,96
EVT02915,2026-04-15,JRN013,Self-service resolution,Automation,1679,1470,196,8,7,13,105
EVT02916,2026-04-15,JRN013,Agent transfer,Routing,1470,1279,170,13,4,21,140
EVT02917,2026-04-15,JRN014,Greeting and language,Menu,3144,3038,92,22,103,14,39
EVT02918,2026-04-15,JRN014,Intent capture,Speech recognition,3038,2655,313,146,119,70,82
EVT02919,2026-04-15,JRN014,Eligibility or account lookup,Integration,2655,2384,229,30,8,42,88
EVT02920,2026-04-15,JRN014,Self-service resolution,Automation,2384,2158,167,17,19,59,100
EVT02921,2026-04-15,JRN014,Agent transfer,Routing,2158,1939,211,25,9,8,132
EVT02922,2026-04-15,JRN015,Greeting and language,Menu,848,806,28,8,24,14,17
EVT02923,2026-04-15,JRN015,Caller authentication,Authentication,806,778,22,7,6,6,47
EVT02924,2026-04-15,JRN015,Intent capture,Speech recognition,778,693,67,26,36,18,49
EVT02925,2026-04-15,JRN015,Eligibility or account lookup,Integration,693,629,55,4,5,9,87
EVT02926,2026-04-15,JRN015,Self-service resolution,Automation,629,573,45,3,3,11,105
EVT02927,2026-04-15,JRN015,Agent transfer,Routing,573,513,50,5,5,10,136
EVT02928,2026-04-15,JRN016,Greeting and language,Menu,1492,1419,60,9,44,13,41
EVT02929,2026-04-15,JRN016,Intent capture,Speech recognition,1419,1253,157,101,34,9,57
EVT02930,2026-04-15,JRN016,Eligibility or account lookup,Integration,1253,1123,106,10,9,24,87
EVT02931,2026-04-15,JRN016,Self-service resolution,Automation,1123,1013,101,9,4,9,113
EVT02932,2026-04-15,JRN016,Agent transfer,Routing,1013,890,102,3,7,21,125
EVT02933,2026-04-15,JRN017,Greeting and language,Menu,2193,2131,30,9,64,32,34
EVT02934,2026-04-15,JRN017,Intent capture,Speech recognition,2131,1900,219,110,54,12,59
EVT02935,2026-04-15,JRN017,Eligibility or account lookup,Integration,1900,1677,184,6,10,39,94
EVT02936,2026-04-15,JRN017,Self-service resolution,Automation,1677,1503,143,18,1,31,110
EVT02937,2026-04-15,JRN017,Agent transfer,Routing,1503,1347,142,5,5,14,126
EVT02938,2026-04-15,JRN018,Greeting and language,Menu,1398,1319,51,12,69,28,39
EVT02939,2026-04-15,JRN018,Caller authentication,Authentication,1319,1239,68,15,8,12,60
EVT02940,2026-04-15,JRN018,Intent capture,Speech recognition,1239,1092,122,83,31,25,77
EVT02941,2026-04-15,JRN018,Eligibility or account lookup,Integration,1092,971,97,10,3,24,81
EVT02942,2026-04-15,JRN018,Self-service resolution,Automation,971,873,83,11,3,15,112
EVT02943,2026-04-15,JRN018,Agent transfer,Routing,873,782,71,10,4,20,127
EVT02944,2026-04-15,JRN019,Greeting and language,Menu,3217,3009,186,13,92,22,45
EVT02945,2026-04-15,JRN019,Caller authentication,Authentication,3009,2785,180,22,10,44,36
EVT02946,2026-04-15,JRN019,Intent capture,Speech recognition,2785,2337,388,140,67,60,76
EVT02947,2026-04-15,JRN019,Eligibility or account lookup,Integration,2337,2007,293,26,13,37,87
EVT02948,2026-04-15,JRN019,Self-service resolution,Automation,2007,1767,233,23,8,7,100
EVT02949,2026-04-15,JRN019,Agent transfer,Routing,1767,1512,213,7,2,42,134
EVT02950,2026-04-15,JRN020,Greeting and language,Menu,1092,1061,22,7,45,9,38
EVT02951,2026-04-15,JRN020,Caller authentication,Authentication,1061,994,56,7,8,11,47
EVT02952,2026-04-15,JRN020,Intent capture,Speech recognition,994,878,94,57,32,22,70
EVT02953,2026-04-15,JRN020,Eligibility or account lookup,Integration,878,788,88,2,4,2,101
EVT02954,2026-04-15,JRN020,Self-service resolution,Automation,788,728,52,3,5,8,119
EVT02955,2026-04-15,JRN020,Agent transfer,Routing,728,655,63,2,4,10,120
EVT02956,2026-04-15,JRN021,Greeting and language,Menu,3214,3036,138,36,107,40,27
EVT02957,2026-04-15,JRN021,Caller authentication,Authentication,3036,2804,159,26,10,73,46
EVT02958,2026-04-15,JRN021,Intent capture,Speech recognition,2804,2478,258,131,108,68,79
EVT02959,2026-04-15,JRN021,Eligibility or account lookup,Integration,2478,2207,257,10,14,14,92
EVT02960,2026-04-15,JRN021,Self-service resolution,Automation,2207,1995,181,6,4,31,124
EVT02961,2026-04-15,JRN021,Agent transfer,Routing,1995,1812,162,5,5,21,114
EVT02962,2026-04-15,JRN022,Greeting and language,Menu,2750,2597,96,23,92,57,39
EVT02963,2026-04-15,JRN022,Intent capture,Speech recognition,2597,2342,217,132,107,38,76
EVT02964,2026-04-15,JRN022,Eligibility or account lookup,Integration,2342,2057,233,13,8,52,90
EVT02965,2026-04-15,JRN022,Self-service resolution,Automation,2057,1851,163,18,3,43,105
EVT02966,2026-04-15,JRN022,Agent transfer,Routing,1851,1693,151,6,13,7,133
EVT02967,2026-04-15,JRN023,Greeting and language,Menu,1050,1004,33,10,49,13,29
EVT02968,2026-04-15,JRN023,Caller authentication,Authentication,1004,970,25,9,5,9,66
EVT02969,2026-04-15,JRN023,Intent capture,Speech recognition,970,858,90,65,27,22,77
EVT02970,2026-04-15,JRN023,Eligibility or account lookup,Integration,858,751,86,8,2,21,103
EVT02971,2026-04-15,JRN023,Self-service resolution,Automation,751,686,58,9,3,7,110
EVT02972,2026-04-15,JRN023,Agent transfer,Routing,686,616,67,6,3,3,130
EVT02973,2026-04-15,JRN024,Greeting and language,Menu,986,911,58,2,42,17,27
EVT02974,2026-04-15,JRN024,Intent capture,Speech recognition,911,773,117,32,22,21,80
EVT02975,2026-04-15,JRN024,Eligibility or account lookup,Integration,773,665,93,8,1,15,81
EVT02976,2026-04-15,JRN024,Self-service resolution,Automation,665,584,66,4,1,15,95
EVT02977,2026-04-15,JRN024,Agent transfer,Routing,584,511,61,6,1,12,128
EVT02978,2026-04-15,JRN025,Greeting and language,Menu,2927,2742,146,29,124,39,37
EVT02979,2026-04-15,JRN025,Caller authentication,Authentication,2742,2499,207,17,6,36,63
EVT02980,2026-04-15,JRN025,Intent capture,Speech recognition,2499,2156,320,91,92,23,81
EVT02981,2026-04-15,JRN025,Eligibility or account lookup,Integration,2156,1868,240,20,12,48,100
EVT02982,2026-04-15,JRN025,Self-service resolution,Automation,1868,1652,209,13,16,7,106
EVT02983,2026-04-15,JRN025,Agent transfer,Routing,1652,1429,197,5,8,26,144
EVT02984,2026-04-15,JRN026,Greeting and language,Menu,2678,2562,91,20,111,25,30
EVT02985,2026-04-15,JRN026,Caller authentication,Authentication,2562,2458,91,9,19,13,43
EVT02986,2026-04-15,JRN026,Intent capture,Speech recognition,2458,2195,239,88,72,24,67
EVT02987,2026-04-15,JRN026,Eligibility or account lookup,Integration,2195,1952,232,20,14,11,96
EVT02988,2026-04-15,JRN026,Self-service resolution,Automation,1952,1800,144,20,8,8,108
EVT02989,2026-04-15,JRN026,Agent transfer,Routing,1800,1609,147,20,14,44,131
EVT02990,2026-04-15,JRN027,Greeting and language,Menu,3489,3301,135,14,133,53,21
EVT02991,2026-04-15,JRN027,Caller authentication,Authentication,3301,3072,161,22,4,68,41
EVT02992,2026-04-15,JRN027,Intent capture,Speech recognition,3072,2799,254,130,90,19,73
EVT02993,2026-04-15,JRN027,Eligibility or account lookup,Integration,2799,2527,238,27,16,34,67
EVT02994,2026-04-15,JRN027,Self-service resolution,Automation,2527,2268,226,6,20,33,107
EVT02995,2026-04-15,JRN027,Agent transfer,Routing,2268,2040,214,14,15,14,130
EVT02996,2026-04-15,JRN028,Greeting and language,Menu,2824,2721,49,7,95,54,22
EVT02997,2026-04-15,JRN028,Intent capture,Speech recognition,2721,2452,232,92,79,37,63
EVT02998,2026-04-15,JRN028,Eligibility or account lookup,Integration,2452,2197,195,28,15,60,80
EVT02999,2026-04-15,JRN028,Self-service resolution,Automation,2197,2033,137,21,14,27,111
EVT03000,2026-04-15,JRN028,Agent transfer,Routing,2033,1830,159,21,11,44,127
EVT03001,2026-04-15,JRN029,Greeting and language,Menu,1828,1728,71,4,60,29,42
EVT03002,2026-04-15,JRN029,Caller authentication,Authentication,1728,1644,64,13,13,20,50
EVT03003,2026-04-15,JRN029,Intent capture,Speech recognition,1644,1445,170,119,50,29,66
EVT03004,2026-04-15,JRN029,Eligibility or account lookup,Integration,1445,1318,113,10,10,14,96
EVT03005,2026-04-15,JRN029,Self-service resolution,Automation,1318,1193,103,14,2,22,97
EVT03006,2026-04-15,JRN029,Agent transfer,Routing,1193,1075,107,4,2,11,137
EVT03007,2026-04-15,JRN030,Greeting and language,Menu,3006,2813,165,32,132,28,41
EVT03008,2026-04-15,JRN030,Intent capture,Speech recognition,2813,2435,359,114,131,19,65
EVT03009,2026-04-15,JRN030,Eligibility or account lookup,Integration,2435,2103,294,19,2,38,94
EVT03010,2026-04-15,JRN030,Self-service resolution,Automation,2103,1844,247,23,16,12,118
EVT03011,2026-04-15,JRN030,Agent transfer,Routing,1844,1615,210,21,12,19,132
EVT03012,2026-04-15,JRN031,Greeting and language,Menu,1087,1040,34,3,42,13,39
EVT03013,2026-04-15,JRN031,Intent capture,Speech recognition,1040,938,94,70,46,8,72
EVT03014,2026-04-15,JRN031,Eligibility or account lookup,Integration,938,835,86,7,2,17,96
EVT03015,2026-04-15,JRN031,Self-service resolution,Automation,835,751,72,3,7,12,125
EVT03016,2026-04-15,JRN031,Agent transfer,Routing,751,687,55,6,3,9,120
EVT03017,2026-04-15,JRN032,Greeting and language,Menu,2918,2763,116,13,102,39,33
EVT03018,2026-04-15,JRN032,Caller authentication,Authentication,2763,2643,88,26,5,32,49
EVT03019,2026-04-15,JRN032,Intent capture,Speech recognition,2643,2377,225,122,124,41,69
EVT03020,2026-04-15,JRN032,Eligibility or account lookup,Integration,2377,2164,201,16,2,12,91
EVT03021,2026-04-15,JRN032,Self-service resolution,Automation,2164,1960,180,10,16,24,111
EVT03022,2026-04-15,JRN032,Agent transfer,Routing,1960,1791,161,8,7,8,132
EVT03023,2026-04-15,JRN033,Greeting and language,Menu,1273,1244,20,7,31,9,38
EVT03024,2026-04-15,JRN033,Caller authentication,Authentication,1244,1185,45,3,7,14,52
EVT03025,2026-04-15,JRN033,Intent capture,Speech recognition,1185,1048,109,72,36,28,58
EVT03026,2026-04-15,JRN033,Eligibility or account lookup,Integration,1048,914,109,3,4,25,81
EVT03027,2026-04-15,JRN033,Self-service resolution,Automation,914,811,81,10,8,22,119
EVT03028,2026-04-15,JRN033,Agent transfer,Routing,811,738,71,2,2,2,125
EVT03029,2026-04-15,JRN034,Greeting and language,Menu,2982,2799,152,26,93,31,23
EVT03030,2026-04-15,JRN034,Caller authentication,Authentication,2799,2571,220,6,7,8,48
EVT03031,2026-04-15,JRN034,Intent capture,Speech recognition,2571,2214,294,146,89,63,79
EVT03032,2026-04-15,JRN034,Eligibility or account lookup,Integration,2214,1879,300,25,8,35,102
EVT03033,2026-04-15,JRN034,Self-service resolution,Automation,1879,1625,222,16,12,32,108
EVT03034,2026-04-15,JRN034,Agent transfer,Routing,1625,1399,203,16,6,23,115
EVT03035,2026-04-15,JRN035,Greeting and language,Menu,2413,2276,94,27,78,43,31
EVT03036,2026-04-15,JRN035,Caller authentication,Authentication,2276,2170,87,26,12,19,55
EVT03037,2026-04-15,JRN035,Intent capture,Speech recognition,2170,1979,183,130,103,8,61
EVT03038,2026-04-15,JRN035,Eligibility or account lookup,Integration,1979,1780,159,7,14,40,99
EVT03039,2026-04-15,JRN035,Self-service resolution,Automation,1780,1592,159,7,13,29,99
EVT03040,2026-04-15,JRN035,Agent transfer,Routing,1592,1428,143,6,11,21,127
EVT03041,2026-04-15,JRN036,Greeting and language,Menu,1484,1387,82,14,71,15,30
EVT03042,2026-04-15,JRN036,Intent capture,Speech recognition,1387,1170,184,62,39,33,65
EVT03043,2026-04-15,JRN036,Eligibility or account lookup,Integration,1170,1018,134,9,4,18,86
EVT03044,2026-04-15,JRN036,Self-service resolution,Automation,1018,878,122,9,4,18,124
EVT03045,2026-04-15,JRN036,Agent transfer,Routing,878,754,115,9,1,9,108
EVT03046,2026-04-15,JRN037,Greeting and language,Menu,1670,1552,77,19,72,41,48
EVT03047,2026-04-15,JRN037,Caller authentication,Authentication,1552,1417,115,10,4,20,46
EVT03048,2026-04-15,JRN037,Intent capture,Speech recognition,1417,1209,186,62,61,22,73
EVT03049,2026-04-15,JRN037,Eligibility or account lookup,Integration,1209,1026,158,11,6,25,102
EVT03050,2026-04-15,JRN037,Self-service resolution,Automation,1026,906,106,11,5,14,126
EVT03051,2026-04-15,JRN037,Agent transfer,Routing,906,779,116,2,4,11,139
EVT03052,2026-04-15,JRN038,Greeting and language,Menu,2918,2791,97,24,118,30,33
EVT03053,2026-04-15,JRN038,Intent capture,Speech recognition,2791,2519,262,100,120,10,68
EVT03054,2026-04-15,JRN038,Eligibility or account lookup,Integration,2519,2242,265,19,13,12,120
EVT03055,2026-04-15,JRN038,Self-service resolution,Automation,2242,1994,198,10,13,50,118
EVT03056,2026-04-15,JRN038,Agent transfer,Routing,1994,1781,164,10,4,49,117
EVT03057,2026-04-15,JRN039,Greeting and language,Menu,994,942,32,6,41,20,24
EVT03058,2026-04-15,JRN039,Caller authentication,Authentication,942,885,43,9,5,14,41
EVT03059,2026-04-15,JRN039,Intent capture,Speech recognition,885,802,73,34,41,10,68
EVT03060,2026-04-15,JRN039,Eligibility or account lookup,Integration,802,708,77,9,3,17,85
EVT03061,2026-04-15,JRN039,Self-service resolution,Automation,708,637,61,6,1,10,118
EVT03062,2026-04-15,JRN039,Agent transfer,Routing,637,558,65,4,0,14,130
EVT03063,2026-04-15,JRN040,Greeting and language,Menu,3200,2923,227,36,117,50,40
EVT03064,2026-04-15,JRN040,Caller authentication,Authentication,2923,2723,167,33,8,33,58
EVT03065,2026-04-15,JRN040,Intent capture,Speech recognition,2723,2306,358,195,136,59,72
EVT03066,2026-04-15,JRN040,Eligibility or account lookup,Integration,2306,1983,278,23,5,45,104
EVT03067,2026-04-15,JRN040,Self-service resolution,Automation,1983,1710,232,13,17,41,101
EVT03068,2026-04-15,JRN040,Agent transfer,Routing,1710,1478,220,16,14,12,113
EVT03069,2026-04-15,JRN041,Greeting and language,Menu,2961,2808,81,14,123,72,34
EVT03070,2026-04-15,JRN041,Caller authentication,Authentication,2808,2654,111,5,13,43,56
EVT03071,2026-04-15,JRN041,Intent capture,Speech recognition,2654,2405,236,123,70,13,75
EVT03072,2026-04-15,JRN041,Eligibility or account lookup,Integration,2405,2137,232,23,18,36,93
EVT03073,2026-04-15,JRN041,Self-service resolution,Automation,2137,1951,161,25,3,25,114
EVT03074,2026-04-15,JRN041,Agent transfer,Routing,1951,1761,166,18,4,24,142
EVT03075,2026-04-15,JRN042,Greeting and language,Menu,2132,1953,126,8,82,53,26
EVT03076,2026-04-15,JRN042,Intent capture,Speech recognition,1953,1664,242,128,73,47,74
EVT03077,2026-04-15,JRN042,Eligibility or account lookup,Integration,1664,1419,216,3,1,29,90
EVT03078,2026-04-15,JRN042,Self-service resolution,Automation,1419,1240,161,11,12,18,108
EVT03079,2026-04-15,JRN042,Agent transfer,Routing,1240,1065,157,8,8,18,116
EVT03080,2026-04-16,JRN001,Greeting and language,Menu,3045,2768,214,27,107,63,29
EVT03081,2026-04-16,JRN001,Caller authentication,Authentication,2768,2565,193,28,19,10,50
EVT03082,2026-04-16,JRN001,Intent capture,Speech recognition,2565,2168,361,175,77,36,62
EVT03083,2026-04-16,JRN001,Eligibility or account lookup,Integration,2168,1865,276,14,7,27,84
EVT03084,2026-04-16,JRN001,Self-service resolution,Automation,1865,1654,192,16,11,19,118
EVT03085,2026-04-16,JRN001,Agent transfer,Routing,1654,1435,203,7,6,16,117
EVT03086,2026-04-16,JRN002,Greeting and language,Menu,1049,1011,24,4,46,14,40
EVT03087,2026-04-16,JRN002,Intent capture,Speech recognition,1011,899,98,51,39,14,71
EVT03088,2026-04-16,JRN002,Eligibility or account lookup,Integration,899,788,94,2,3,17,90
EVT03089,2026-04-16,JRN002,Self-service resolution,Automation,788,718,65,2,3,5,93
EVT03090,2026-04-16,JRN002,Agent transfer,Routing,718,653,53,2,4,12,114
EVT03091,2026-04-16,JRN003,Greeting and language,Menu,749,690,53,4,26,6,29
EVT03092,2026-04-16,JRN003,Intent capture,Speech recognition,690,584,89,42,17,17,72
EVT03093,2026-04-16,JRN003,Eligibility or account lookup,Integration,584,502,76,1,2,6,76
EVT03094,2026-04-16,JRN003,Self-service resolution,Automation,502,446,52,2,3,4,102
EVT03095,2026-04-16,JRN003,Agent transfer,Routing,446,393,47,2,2,6,134
EVT03096,2026-04-16,JRN004,Greeting and language,Menu,3118,2916,136,28,103,66,26
EVT03097,2026-04-16,JRN004,Caller authentication,Authentication,2916,2691,178,26,20,47,54
EVT03098,2026-04-16,JRN004,Intent capture,Speech recognition,2691,2339,336,112,82,16,76
EVT03099,2026-04-16,JRN004,Eligibility or account lookup,Integration,2339,1968,316,20,5,55,82
EVT03100,2026-04-16,JRN004,Self-service resolution,Automation,1968,1710,231,20,14,27,108
EVT03101,2026-04-16,JRN004,Agent transfer,Routing,1710,1517,185,9,9,8,129
EVT03102,2026-04-16,JRN005,Greeting and language,Menu,650,619,17,6,27,14,46
EVT03103,2026-04-16,JRN005,Caller authentication,Authentication,619,584,21,5,1,14,53
EVT03104,2026-04-16,JRN005,Intent capture,Speech recognition,584,529,51,29,18,4,76
EVT03105,2026-04-16,JRN005,Eligibility or account lookup,Integration,529,480,42,4,4,7,87
EVT03106,2026-04-16,JRN005,Self-service resolution,Automation,480,433,36,2,2,11,117
EVT03107,2026-04-16,JRN005,Agent transfer,Routing,433,385,43,3,0,5,137
EVT03108,2026-04-16,JRN006,Greeting and language,Menu,1276,1199,47,10,42,30,37
EVT03109,2026-04-16,JRN006,Caller authentication,Authentication,1199,1125,54,8,5,20,36
EVT03110,2026-04-16,JRN006,Intent capture,Speech recognition,1125,991,114,54,37,20,67
EVT03111,2026-04-16,JRN006,Eligibility or account lookup,Integration,991,901,85,9,6,5,78
