date,journey_id,offered_calls,contained_calls,transferred_calls,abandoned_calls,repeat_calls_7d,avg_ivr_seconds,avg_agent_handle_seconds,containment_rate,transfer_rate,abandon_rate,no_match_rate,no_input_rate,auth_fail_rate,repeat_call_rate,data_quality_score,tableau_refresh_status
2026-04-10,JRN018,1841,856,481,174,255,200,406,0.4651,0.2616,0.0945,0.0689,0.0349,0.0731,0.1386,80.6,Complete
2026-04-10,JRN019,2935,1999,373,441,334,226,602,0.6812,0.1274,0.1504,0.0778,0.0647,0.0546,0.1139,78.1,Complete
2026-04-10,JRN020,987,449,187,84,115,144,456,0.4551,0.1902,0.0854,0.0454,0.0401,0.0643,0.117,84.0,Complete
2026-04-10,JRN021,2875,1355,479,241,352,179,435,0.4716,0.1667,0.0839,0.0529,0.0457,0.0668,0.1226,83.5,Complete
2026-04-10,JRN022,2752,1033,927,208,351,135,527,0.3757,0.3369,0.0759,0.0444,0.0419,0.011,0.1278,84.8,Complete
2026-04-10,JRN023,1142,398,363,89,162,182,513,0.3489,0.3182,0.078,0.0542,0.0702,0.057,0.1425,83.2,Complete
2026-04-10,JRN024,1234,496,224,188,138,231,484,0.4026,0.182,0.1529,0.0724,0.052,0.0086,0.1125,83.2,Complete
2026-04-10,JRN025,3250,2011,296,515,357,271,484,0.6191,0.0912,0.1588,0.0845,0.047,0.0798,0.1099,76.7,Complete
2026-04-10,JRN026,2884,1041,779,170,414,197,496,0.361,0.2702,0.059,0.0619,0.0385,0.0639,0.1437,81.3,Complete
2026-04-10,JRN027,4075,2398,723,467,472,152,497,0.5887,0.1775,0.1148,0.0526,0.0715,0.0653,0.1159,80.3,Complete
2026-04-10,JRN028,2851,872,746,266,399,146,513,0.3059,0.2619,0.0935,0.0578,0.0491,0.0012,0.1401,83.7,Complete
2026-04-10,JRN029,2190,1046,401,207,239,169,341,0.478,0.1832,0.0948,0.0704,0.0386,0.0519,0.1095,79.5,Complete
2026-04-10,JRN030,4771,3098,557,669,514,206,439,0.6494,0.1168,0.1404,0.0798,0.0353,0.0219,0.1079,81.8,Complete
2026-04-10,JRN031,1002,647,84,77,95,173,441,0.6464,0.0839,0.0772,0.0545,0.0512,0.0196,0.0949,86.0,Complete
2026-04-10,JRN032,2893,1316,699,263,367,152,463,0.455,0.2419,0.0909,0.0539,0.0538,0.0731,0.127,83.5,Complete
2026-04-10,JRN033,1195,804,156,97,132,156,437,0.6736,0.1308,0.0815,0.0419,0.0396,0.0792,0.1109,81.5,Complete
2026-04-10,JRN034,3209,1361,650,423,436,206,483,0.4243,0.2027,0.1318,0.0736,0.0352,0.0508,0.1361,81.3,Complete
2026-04-10,JRN035,2698,1150,290,229,265,152,468,0.4263,0.1076,0.0851,0.045,0.0683,0.0641,0.0982,81.8,Complete
2026-04-10,JRN036,1712,485,417,245,220,224,500,0.2837,0.2438,0.1434,0.0971,0.0542,0.0285,0.129,81.1,Complete
2026-04-10,JRN037,1973,537,574,307,303,289,475,0.2725,0.2912,0.156,0.094,0.0533,0.0628,0.1536,77.1,Complete
2026-04-10,JRN038,2577,1112,649,255,295,108,492,0.4315,0.252,0.0991,0.0602,0.0489,0.0012,0.1146,82.8,Complete
2026-04-10,JRN039,1009,685,80,93,93,194,496,0.6795,0.0797,0.0924,0.064,0.0711,0.0557,0.0931,81.3,Complete
2026-04-10,JRN040,3151,1118,915,524,465,259,550,0.355,0.2906,0.1664,0.0887,0.0537,0.0639,0.1478,80.3,Complete
2026-04-10,JRN041,2880,1774,338,185,306,138,466,0.6162,0.1175,0.0646,0.0417,0.0429,0.0769,0.1064,83.9,Complete
2026-04-10,JRN042,2377,897,596,314,333,261,551,0.3774,0.2508,0.1324,0.09,0.0342,0.0212,0.1403,80.8,Complete
2026-04-11,JRN001,3010,1581,504,382,377,229,522,0.5254,0.1675,0.127,0.0731,0.04,0.0761,0.1256,79.0,Late
2026-04-11,JRN002,864,603,73,102,90,198,452,0.6987,0.0851,0.1182,0.0497,0.0363,0.027,0.1049,87.7,Complete
2026-04-11,JRN003,482,283,71,70,52,225,505,0.5877,0.1476,0.1472,0.0745,0.0638,0.0136,0.1096,79.9,Complete
2026-04-11,JRN004,2743,1351,560,368,305,263,526,0.4926,0.2044,0.1343,0.0735,0.0333,0.0605,0.1112,81.0,Complete
2026-04-11,JRN005,489,310,56,28,48,173,368,0.6358,0.1166,0.0573,0.0495,0.0479,0.071,0.0992,81.0,Complete
2026-04-11,JRN006,1007,414,157,110,113,170,449,0.4114,0.1565,0.1096,0.0507,0.0535,0.0746,0.1127,81.8,Complete
2026-04-11,JRN007,1900,1006,374,255,256,266,500,0.5296,0.197,0.1344,0.0743,0.0494,0.0671,0.1351,79.0,Complete
2026-04-11,JRN008,1674,625,514,157,238,189,457,0.3739,0.3075,0.0942,0.0664,0.0382,0.0173,0.1427,84.1,Complete
2026-04-11,JRN009,1603,592,483,137,210,134,496,0.3697,0.3019,0.0855,0.0497,0.0366,0.0535,0.1312,85.3,Complete
2026-04-11,JRN010,1097,528,308,57,146,148,450,0.4814,0.281,0.052,0.0515,0.0513,0.0064,0.1331,87.3,Complete
2026-04-11,JRN011,1825,1188,145,118,184,195,473,0.651,0.08,0.065,0.0529,0.0617,0.0788,0.1011,78.6,Complete
2026-04-11,JRN012,1671,646,358,135,210,121,483,0.3867,0.2145,0.0811,0.0457,0.0431,0.076,0.1262,80.6,Complete
2026-04-11,JRN013,2541,1338,382,381,310,241,513,0.5268,0.1505,0.15,0.0686,0.0459,0.06,0.1224,83.0,Complete
2026-04-11,JRN014,2401,959,505,220,259,189,509,0.3997,0.2107,0.0919,0.057,0.036,0.0182,0.1081,86.0,Complete
2026-04-11,JRN015,754,334,107,86,78,133,474,0.4434,0.1431,0.1145,0.0521,0.0679,0.0591,0.1037,83.6,Complete
2026-04-11,JRN016,1298,840,134,94,123,108,461,0.6472,0.1035,0.0728,0.065,0.0537,0.0046,0.095,84.7,Complete
2026-04-11,JRN017,1843,1129,294,181,200,194,472,0.6128,0.1598,0.0982,0.0708,0.0369,0.0011,0.109,85.5,Complete
2026-04-11,JRN018,1204,528,312,137,159,162,466,0.439,0.2594,0.1142,0.051,0.0533,0.0531,0.1326,81.4,Complete
2026-04-11,JRN019,2201,1435,275,327,225,222,574,0.652,0.1251,0.149,0.0912,0.0641,0.0582,0.1025,77.7,Late
2026-04-11,JRN020,954,473,189,59,104,148,536,0.4958,0.1985,0.0622,0.0693,0.0513,0.0672,0.1094,80.2,Complete
2026-04-11,JRN021,2743,1328,374,253,303,165,419,0.4843,0.1365,0.0923,0.0436,0.0414,0.0711,0.1105,83.5,Complete
2026-04-11,JRN022,1832,676,572,107,277,159,434,0.369,0.3123,0.0589,0.0638,0.0514,0.0024,0.1517,86.2,Complete
2026-04-11,JRN023,909,257,257,71,111,133,498,0.2838,0.2837,0.079,0.064,0.0593,0.0784,0.123,80.5,Complete
2026-04-11,JRN024,783,276,179,109,94,249,546,0.3525,0.2292,0.1399,0.0938,0.0398,0.0146,0.1204,79.8,Complete
2026-04-11,JRN025,2484,1603,202,390,227,256,453,0.6457,0.0814,0.1571,0.0712,0.0453,0.0521,0.0917,82.7,Complete
2026-04-11,JRN026,2594,933,718,186,319,194,470,0.3599,0.2771,0.0717,0.043,0.037,0.0708,0.1232,84.4,Complete
2026-04-11,JRN027,2832,1810,591,303,325,153,499,0.6393,0.2088,0.107,0.0661,0.0507,0.0679,0.1149,81.7,Complete
2026-04-11,JRN028,2608,872,756,210,358,172,487,0.3345,0.2899,0.0808,0.0589,0.0517,0.0098,0.1374,86.0,Complete
2026-04-11,JRN029,1162,602,249,92,134,145,488,0.5189,0.215,0.0797,0.0546,0.039,0.0685,0.1158,83.5,Complete
2026-04-11,JRN030,3605,2290,535,599,481,202,484,0.6355,0.1486,0.1663,0.0961,0.0492,0.0275,0.1336,80.0,Complete
2026-04-11,JRN031,1034,634,129,96,86,118,454,0.6136,0.1251,0.0936,0.041,0.0614,0.0294,0.084,84.6,Complete
2026-04-11,JRN032,2505,1117,558,205,272,182,504,0.4461,0.2228,0.082,0.0532,0.0424,0.0563,0.1086,81.3,Complete
2026-04-11,JRN033,1020,696,135,82,111,179,403,0.683,0.1331,0.0806,0.0413,0.0476,0.0543,0.1089,85.7,Complete
2026-04-11,JRN034,1451,550,300,237,193,214,527,0.3793,0.2074,0.1637,0.0948,0.0487,0.0779,0.1333,76.1,Complete
2026-04-11,JRN035,2303,978,315,190,247,192,467,0.4247,0.1369,0.0829,0.0624,0.0545,0.0778,0.1075,80.4,Complete
2026-04-11,JRN036,1224,369,328,205,175,225,495,0.3022,0.2686,0.1683,0.0704,0.0495,0.0158,0.1438,82.9,Complete
2026-04-11,JRN037,1109,282,323,171,161,230,468,0.2551,0.2921,0.1549,0.0881,0.0484,0.0662,0.1458,78.8,Late
2026-04-11,JRN038,1848,716,508,186,224,176,524,0.3879,0.2754,0.1008,0.0509,0.0405,0.0293,0.1215,84.2,Complete
2026-04-11,JRN039,720,442,87,72,77,203,496,0.6144,0.1211,0.101,0.0582,0.0638,0.0588,0.1079,82.9,Complete
2026-04-11,JRN040,2890,1002,938,394,451,192,484,0.3469,0.3249,0.1363,0.0865,0.0386,0.0577,0.1564,79.0,Complete
2026-04-11,JRN041,2641,1683,281,153,294,178,398,0.6374,0.1065,0.0581,0.0568,0.0328,0.0795,0.1116,80.5,Complete
2026-04-11,JRN042,1632,631,375,232,218,230,509,0.3867,0.2299,0.1422,0.0878,0.0494,0.005,0.1339,83.1,Complete
2026-04-12,JRN001,2575,1423,418,377,327,228,489,0.5528,0.1623,0.1464,0.0964,0.0541,0.057,0.1271,78.1,Complete
2026-04-12,JRN002,867,604,77,79,69,136,445,0.697,0.0898,0.0922,0.0505,0.0447,0.0287,0.0801,82.8,Complete
2026-04-12,JRN003,487,262,60,78,54,203,508,0.5395,0.1239,0.1611,0.0757,0.062,0.0138,0.1125,80.5,Complete
2026-04-12,JRN004,3353,1618,651,568,363,206,538,0.4828,0.1944,0.1697,0.0774,0.0323,0.0503,0.1083,80.8,Complete
2026-04-12,JRN005,435,282,21,33,31,195,431,0.6487,0.05,0.0779,0.0427,0.0463,0.0768,0.0735,80.4,Complete
2026-04-12,JRN006,1121,433,220,103,120,179,480,0.3868,0.1963,0.0919,0.0639,0.0475,0.0741,0.1076,81.9,Complete
2026-04-12,JRN007,1534,829,364,244,193,228,526,0.5408,0.2377,0.1596,0.0888,0.064,0.0731,0.1261,79.7,Complete
2026-04-12,JRN008,1503,590,414,167,176,130,508,0.3926,0.2761,0.1116,0.0463,0.0337,0.0294,0.1172,87.5,Complete
2026-04-12,JRN009,1401,493,346,132,179,155,473,0.3523,0.2474,0.0949,0.0488,0.0328,0.0521,0.1284,84.3,Complete
2026-04-12,JRN010,1369,663,345,70,165,193,474,0.4848,0.2521,0.0517,0.0527,0.0356,0.0099,0.1206,84.5,Complete
2026-04-12,JRN011,1657,1072,213,88,177,167,489,0.6475,0.1289,0.0532,0.0478,0.0572,0.0707,0.1071,79.4,Complete
2026-04-12,JRN012,1497,555,323,179,171,189,416,0.3713,0.2159,0.1199,0.0604,0.0408,0.0756,0.1148,82.6,Complete
2026-04-12,JRN013,2303,1296,343,318,260,264,538,0.5631,0.1493,0.1384,0.0797,0.0346,0.0707,0.1131,81.9,Complete
2026-04-12,JRN014,2275,744,429,272,260,95,464,0.3272,0.1888,0.1198,0.0482,0.0413,0.0238,0.1145,83.6,Complete
2026-04-12,JRN015,678,304,108,72,72,164,528,0.4495,0.1606,0.1074,0.0532,0.0531,0.0696,0.1073,81.5,Complete
2026-04-12,JRN016,1036,720,117,55,117,143,436,0.6957,0.1133,0.0532,0.0631,0.0437,0.0006,0.1132,84.1,Complete
2026-04-12,JRN017,2490,1706,369,197,288,159,495,0.6854,0.1485,0.0794,0.0593,0.052,0.0019,0.1159,84.0,Complete
2026-04-12,JRN018,1429,629,306,128,156,154,426,0.4407,0.2142,0.0902,0.0661,0.0497,0.0621,0.1098,82.0,Complete
2026-04-12,JRN019,2571,1640,301,328,262,228,518,0.6381,0.1171,0.1278,0.0762,0.0662,0.055,0.1023,79.0,Late
2026-04-12,JRN020,843,436,172,56,82,194,441,0.5182,0.2043,0.0669,0.0457,0.0531,0.0524,0.0976,82.8,Complete
2026-04-12,JRN021,2536,1202,421,204,246,198,486,0.4743,0.1663,0.0807,0.0453,0.0385,0.0635,0.0972,83.2,Complete
2026-04-12,JRN022,2592,1040,860,139,376,183,581,0.4015,0.3318,0.054,0.0658,0.0392,0.0126,0.1452,81.9,Complete
2026-04-12,JRN023,674,245,200,47,83,130,519,0.3638,0.2975,0.0709,0.0598,0.053,0.0516,0.1232,79.9,Complete
2026-04-12,JRN024,1023,358,234,130,134,245,494,0.3504,0.2296,0.1274,0.0789,0.037,0.0075,0.132,85.4,Complete
2026-04-12,JRN025,3243,1991,178,480,307,241,445,0.6142,0.055,0.1482,0.0701,0.0376,0.0633,0.0947,79.4,Complete
2026-04-12,JRN026,2763,961,779,167,323,159,470,0.3479,0.2819,0.0607,0.0534,0.0368,0.0767,0.1169,82.7,Complete
2026-04-12,JRN027,3038,1807,556,290,315,194,509,0.595,0.1831,0.0956,0.0468,0.0566,0.0581,0.1038,83.7,Complete
2026-04-12,JRN028,2484,765,696,170,304,174,390,0.308,0.2806,0.0688,0.0638,0.0373,0.0089,0.1227,82.7,Complete
2026-04-12,JRN029,1234,575,235,90,142,152,502,0.4667,0.1908,0.0735,0.0669,0.0372,0.0642,0.1159,79.9,Complete
2026-04-12,JRN030,2859,1724,333,476,315,302,535,0.6031,0.1166,0.1667,0.0964,0.0539,0.0269,0.1105,78.6,Complete
2026-04-12,JRN031,780,531,86,42,80,169,433,0.6809,0.1108,0.0544,0.0559,0.05,0.0226,0.1038,84.7,Complete
2026-04-12,JRN032,2553,1058,635,129,327,108,422,0.4145,0.2489,0.0507,0.0611,0.0359,0.0638,0.1282,82.5,Complete
2026-04-12,JRN033,1284,864,170,132,129,195,441,0.6736,0.133,0.1032,0.0621,0.032,0.0688,0.1009,83.3,Complete
2026-04-12,JRN034,1791,778,357,273,230,207,587,0.4348,0.1999,0.1526,0.0853,0.037,0.0705,0.1286,79.7,Complete
2026-04-12,JRN035,2184,1001,293,113,225,170,460,0.4585,0.1346,0.0518,0.052,0.0636,0.0711,0.1031,81.9,Complete
2026-04-12,JRN036,1121,355,306,177,166,230,493,0.3176,0.2734,0.1582,0.0906,0.0529,0.0211,0.1483,78.7,Complete
2026-04-12,JRN037,1315,350,367,194,200,240,558,0.2666,0.2797,0.1476,0.0929,0.0433,0.066,0.1525,79.5,Complete
2026-04-12,JRN038,2096,858,587,240,259,179,558,0.4094,0.2805,0.1147,0.0467,0.0532,0.0026,0.1239,87.7,Complete
2026-04-12,JRN039,812,490,71,68,84,176,488,0.6043,0.0875,0.0842,0.0696,0.0485,0.0625,0.1038,81.2,Complete
2026-04-12,JRN040,2625,1066,712,350,350,217,565,0.4064,0.2715,0.1335,0.0687,0.0512,0.075,0.1335,79.3,Complete
2026-04-12,JRN041,2225,1367,285,157,246,167,461,0.6147,0.1284,0.0706,0.058,0.0536,0.0592,0.1108,82.8,Complete
2026-04-12,JRN042,2174,858,459,299,287,234,537,0.3951,0.2114,0.1378,0.0967,0.0468,0.0048,0.1321,80.3,Complete
2026-04-13,JRN001,4021,2113,551,682,418,210,493,0.5255,0.1372,0.1697,0.0852,0.0426,0.0611,0.1042,77.4,Late
2026-04-13,JRN002,959,682,98,94,96,209,426,0.7114,0.1023,0.099,0.0446,0.0326,0.0279,0.1007,87.6,Complete
2026-04-13,JRN003,902,505,135,124,120,224,477,0.5607,0.1503,0.1383,0.0949,0.0713,0.0226,0.1336,77.9,Complete
2026-04-13,JRN004,3228,1505,499,473,312,217,493,0.4665,0.1549,0.1466,0.0692,0.0483,0.0535,0.0967,82.0,Complete
2026-04-13,JRN005,652,419,54,55,69,193,410,0.6436,0.0839,0.0852,0.064,0.0367,0.0525,0.1062,80.2,Complete
2026-04-13,JRN006,1248,517,235,127,137,160,427,0.4145,0.1883,0.1021,0.0563,0.0333,0.07,0.1099,83.2,Complete
2026-04-13,JRN007,2394,1263,476,359,284,235,495,0.5277,0.1992,0.1502,0.0745,0.0693,0.0722,0.1186,77.4,Complete
2026-04-13,JRN008,2394,882,687,269,352,135,472,0.3686,0.287,0.1126,0.0589,0.0354,0.0091,0.1472,83.2,Complete
2026-04-13,JRN009,2080,618,592,181,291,150,498,0.2976,0.2847,0.0873,0.0462,0.0431,0.067,0.1403,84.1,Complete
2026-04-13,JRN010,2305,1083,713,146,296,162,460,0.4702,0.3096,0.0636,0.0586,0.0439,0.0222,0.1285,85.2,Complete
2026-04-13,JRN011,2429,1440,288,152,199,137,459,0.5932,0.1186,0.0629,0.0464,0.0698,0.0693,0.0822,78.9,Complete
2026-04-13,JRN012,1631,614,400,154,213,138,513,0.3766,0.2456,0.0946,0.0487,0.0485,0.0792,0.1308,84.3,Complete
2026-04-13,JRN013,3007,1470,406,469,344,264,518,0.4892,0.1353,0.1562,0.0787,0.0333,0.0608,0.1146,82.1,Complete
2026-04-13,JRN014,3468,1323,667,290,363,149,493,0.3815,0.1924,0.0837,0.0598,0.0504,0.018,0.1049,82.1,Complete
2026-04-13,JRN015,939,452,152,93,93,144,467,0.4818,0.1624,0.099,0.0515,0.0514,0.0541,0.0998,80.6,Complete
2026-04-13,JRN016,1437,924,161,104,154,203,434,0.6437,0.1123,0.0727,0.0659,0.0511,0.0168,0.1074,82.2,Complete
2026-04-13,JRN017,2721,1745,422,218,295,113,485,0.6416,0.1551,0.0802,0.0449,0.0324,0.0104,0.1085,84.3,Complete
2026-04-13,JRN018,1908,919,511,157,219,149,423,0.4821,0.2679,0.0827,0.0501,0.0499,0.0536,0.1148,83.9,Complete
2026-04-13,JRN019,3483,2341,551,452,356,297,562,0.6722,0.1584,0.13,0.0686,0.0596,0.0629,0.1023,79.7,Complete
2026-04-13,JRN020,1104,583,179,70,117,146,448,0.5288,0.163,0.0636,0.0413,0.0343,0.0537,0.1061,83.9,Complete
2026-04-13,JRN021,3886,1827,592,392,419,167,446,0.4702,0.1524,0.1011,0.0516,0.0525,0.0734,0.1079,80.1,Complete
2026-04-13,JRN022,3006,1219,980,247,387,152,401,0.4057,0.326,0.0822,0.0699,0.0361,0.0226,0.1288,81.5,Complete
2026-04-13,JRN023,1256,424,345,100,154,142,439,0.3378,0.275,0.0803,0.0442,0.068,0.0794,0.123,79.7,Complete
2026-04-13,JRN024,1151,434,231,169,127,203,517,0.3779,0.2014,0.1473,0.0788,0.0389,0.0217,0.1105,82.8,Complete
2026-04-13,JRN025,3800,2567,261,544,441,202,526,0.6757,0.0688,0.1433,0.0975,0.0423,0.0757,0.1161,78.7,Late
2026-04-13,JRN026,2652,1057,830,179,354,140,387,0.3987,0.313,0.0678,0.0567,0.0482,0.0536,0.1336,81.3,Complete
2026-04-13,JRN027,4237,2591,724,355,469,156,400,0.6117,0.1709,0.084,0.0663,0.0577,0.057,0.1108,79.5,Complete
2026-04-13,JRN028,3322,1216,1010,307,491,145,478,0.3661,0.3041,0.0924,0.0517,0.048,0.0285,0.148,84.4,Complete
2026-04-13,JRN029,2201,1027,501,112,238,185,490,0.4668,0.228,0.0513,0.0631,0.0519,0.0649,0.1086,81.9,Complete
2026-04-13,JRN030,4395,2598,635,699,502,220,549,0.5912,0.1446,0.1592,0.0878,0.0445,0.0148,0.1143,81.8,Complete
2026-04-13,JRN031,1015,666,64,85,93,146,471,0.6566,0.0632,0.0844,0.0707,0.0691,0.0036,0.0926,84.6,Complete
2026-04-13,JRN032,3057,1250,688,260,361,135,508,0.4089,0.2252,0.0851,0.0675,0.0359,0.0629,0.1181,81.5,Complete
2026-04-13,JRN033,1357,957,142,136,130,163,414,0.7055,0.1049,0.1003,0.0457,0.0333,0.0579,0.0962,82.9,Complete
2026-04-13,JRN034,3272,1284,508,495,374,237,459,0.3926,0.1553,0.1516,0.0718,0.0408,0.0743,0.1145,81.1,Complete
2026-04-13,JRN035,2231,1028,236,136,223,194,465,0.4611,0.106,0.061,0.048,0.0555,0.0525,0.1001,84.5,Complete
2026-04-13,JRN036,1619,513,373,250,185,221,521,0.3175,0.2306,0.1546,0.0807,0.0444,0.0126,0.1149,83.5,Complete
2026-04-13,JRN037,1746,422,492,272,247,225,541,0.2418,0.2822,0.1561,0.0742,0.0439,0.0743,0.1419,77.8,Late
2026-04-13,JRN038,3432,1387,961,269,438,119,447,0.4042,0.2802,0.0784,0.0665,0.0371,0.008,0.1278,83.9,Complete
2026-04-13,JRN039,1256,807,148,109,120,154,514,0.643,0.1184,0.0873,0.058,0.0607,0.0628,0.0956,81.1,Complete
2026-04-13,JRN040,4236,1554,1340,589,638,186,509,0.367,0.3164,0.1391,0.0804,0.038,0.0655,0.1506,79.7,Complete
2026-04-13,JRN041,4071,2550,601,375,461,190,529,0.6265,0.1477,0.0922,0.049,0.0473,0.0743,0.1133,81.1,Complete
2026-04-13,JRN042,2304,747,495,335,310,186,556,0.3244,0.215,0.1458,0.0752,0.0499,0.023,0.1348,80.1,Complete
2026-04-14,JRN001,2779,1486,414,367,294,199,572,0.535,0.1491,0.1322,0.0886,0.0377,0.0572,0.106,81.0,Complete
2026-04-14,JRN002,1074,767,111,100,93,163,425,0.7147,0.1034,0.094,0.0682,0.0368,0.0082,0.0867,84.2,Complete
2026-04-14,JRN003,727,421,116,92,78,222,584,0.58,0.1598,0.1275,0.0949,0.0555,0.0089,0.1075,79.9,Complete
2026-04-14,JRN004,3320,1566,683,540,369,217,476,0.4717,0.2058,0.1629,0.0751,0.0457,0.065,0.1112,79.0,Complete
2026-04-14,JRN005,615,418,62,39,65,168,476,0.68,0.1011,0.0641,0.066,0.0497,0.0742,0.107,82.5,Complete
2026-04-14,JRN006,1455,579,252,135,174,189,491,0.3983,0.1732,0.0934,0.0669,0.0333,0.066,0.1196,82.0,Complete
2026-04-14,JRN007,2032,1159,361,297,265,253,570,0.5706,0.1781,0.1464,0.079,0.0554,0.0694,0.1309,77.7,Late
2026-04-14,JRN008,2254,869,687,194,328,145,438,0.3856,0.305,0.0864,0.0525,0.0473,0.021,0.1459,85.9,Complete
2026-04-14,JRN009,2073,794,632,241,262,165,493,0.3835,0.3049,0.1163,0.05,0.0545,0.0727,0.1269,82.0,Complete
2026-04-14,JRN010,1714,779,529,135,252,117,483,0.4545,0.3089,0.079,0.0647,0.0386,0.0024,0.1471,82.8,Complete
2026-04-14,JRN011,2335,1552,184,133,225,185,419,0.6647,0.079,0.0572,0.0488,0.0496,0.0626,0.0965,81.7,Complete
2026-04-14,JRN012,1663,686,427,138,193,151,517,0.4126,0.2569,0.0833,0.0543,0.0474,0.0501,0.1163,84.9,Complete
2026-04-14,JRN013,2808,1530,416,367,319,275,522,0.5451,0.1484,0.1309,0.0858,0.0418,0.0782,0.1139,80.6,Complete
2026-04-14,JRN014,3104,1171,651,272,338,170,426,0.3774,0.2099,0.0877,0.0435,0.0408,0.0118,0.109,88.6,Complete
2026-04-14,JRN015,967,458,147,76,89,170,423,0.4741,0.153,0.079,0.0549,0.0543,0.0756,0.0922,82.9,Complete
2026-04-14,JRN016,1334,954,145,100,140,169,416,0.7152,0.1089,0.0755,0.0414,0.0446,0.0232,0.1056,87.0,Complete
2026-04-14,JRN017,2869,1942,314,311,252,210,480,0.6772,0.1096,0.1086,0.0525,0.0424,0.0062,0.0881,87.2,Complete
2026-04-14,JRN018,1371,618,350,104,168,137,447,0.4512,0.2555,0.0763,0.0703,0.0377,0.0635,0.1229,83.5,Complete
2026-04-14,JRN019,2352,1697,312,316,229,243,496,0.7217,0.1328,0.1345,0.0795,0.0582,0.0679,0.0975,76.9,Complete
2026-04-14,JRN020,979,468,198,78,101,144,465,0.4789,0.2024,0.0802,0.0651,0.049,0.0743,0.1037,78.2,Complete
2026-04-14,JRN021,3940,1602,573,325,363,202,449,0.4067,0.1456,0.0826,0.0558,0.0401,0.064,0.0923,83.8,Complete
2026-04-14,JRN022,2470,902,883,178,364,174,470,0.3652,0.3575,0.0725,0.0702,0.0387,0.0108,0.1477,82.3,Complete
2026-04-14,JRN023,1218,382,333,101,172,152,450,0.3142,0.2735,0.0832,0.0557,0.0708,0.0667,0.1416,82.0,Complete
2026-04-14,JRN024,979,333,174,143,125,197,514,0.3409,0.1778,0.1462,0.0729,0.0432,0.0035,0.1284,81.4,Complete
2026-04-14,JRN025,3164,1930,327,416,361,222,503,0.6101,0.1034,0.1317,0.0785,0.0369,0.0585,0.1144,80.6,Complete
2026-04-14,JRN026,2530,1006,710,240,349,161,518,0.3977,0.2809,0.0949,0.0411,0.0504,0.0554,0.138,85.7,Complete
2026-04-14,JRN027,3583,2391,593,328,353,183,406,0.6673,0.1655,0.0918,0.0689,0.0505,0.0597,0.0987,81.0,Complete
2026-04-14,JRN028,3204,1135,854,255,399,251,426,0.3546,0.2669,0.0796,0.0509,0.0331,0.0187,0.1246,83.7,Complete
2026-04-14,JRN029,1910,1000,416,119,237,154,491,0.5237,0.2181,0.0627,0.0649,0.0499,0.0664,0.1246,82.3,Complete
2026-04-14,JRN030,3784,2396,487,476,424,238,500,0.6334,0.1289,0.1259,0.0742,0.0413,0.0121,0.1122,84.4,Complete
2026-04-14,JRN031,1209,835,151,93,109,118,422,0.691,0.1253,0.0772,0.0518,0.0503,0.011,0.0904,86.1,Complete
2026-04-14,JRN032,3217,1438,596,222,317,100,455,0.447,0.1853,0.069,0.052,0.0365,0.0689,0.0987,82.0,Complete
2026-04-14,JRN033,1292,957,140,134,132,130,421,0.7408,0.1089,0.1041,0.0435,0.0432,0.0524,0.1025,83.1,Complete
2026-04-14,JRN034,3563,1403,600,513,425,212,509,0.394,0.1684,0.1442,0.0851,0.0452,0.0775,0.1193,79.0,Complete
2026-04-14,JRN035,3002,1431,467,152,358,146,496,0.4767,0.1558,0.0507,0.0632,0.0591,0.0736,0.1194,79.1,Complete
2026-04-14,JRN036,1606,536,451,233,244,233,540,0.3342,0.281,0.1452,0.0922,0.0402,0.0275,0.1521,78.6,Complete
2026-04-14,JRN037,1664,390,458,208,241,212,523,0.2346,0.2756,0.1256,0.0877,0.043,0.0622,0.1449,80.5,Complete
2026-04-14,JRN038,2434,1022,621,258,286,171,490,0.4202,0.2552,0.1061,0.0699,0.0482,0.0241,0.1179,81.1,Complete
2026-04-14,JRN039,982,582,108,80,94,150,507,0.5934,0.1107,0.0815,0.0483,0.0682,0.0757,0.0966,82.6,Complete
2026-04-14,JRN040,3956,1495,1100,655,502,218,534,0.378,0.2782,0.1656,0.0902,0.0427,0.0646,0.1271,80.2,Complete
2026-04-14,JRN041,3791,2263,368,334,368,143,436,0.597,0.0972,0.0881,0.054,0.042,0.0649,0.0972,84.9,Complete
2026-04-14,JRN042,1457,517,345,229,185,235,523,0.355,0.2369,0.1576,0.0961,0.0537,0.026,0.1276,79.5,Complete
2026-04-15,JRN001,3181,1880,436,486,329,269,501,0.591,0.1372,0.153,0.0874,0.0428,0.0631,0.1036,79.8,Complete
2026-04-15,JRN002,911,659,74,106,98,155,415,0.7239,0.0819,0.1165,0.0666,0.0492,0.0141,0.1077,83.9,Complete
2026-04-15,JRN003,852,466,117,143,82,213,485,0.5474,0.1381,0.1687,0.0729,0.053,0.0207,0.0966,84.0,Complete
2026-04-15,JRN004,3577,1718,724,598,499,223,538,0.4803,0.2025,0.1674,0.0828,0.0376,0.0667,0.1396,79.2,Late
2026-04-15,JRN005,699,488,49,38,71,141,462,0.6986,0.0706,0.0551,0.0478,0.0455,0.0646,0.1025,81.6,Complete
2026-04-15,JRN006,1224,525,265,138,132,205,446,0.4291,0.2167,0.1134,0.0672,0.0465,0.0531,0.1085,79.3,Complete
